task,budget,challenger,seed,decision,false_certification,safe,continue,abstain,cost,repair_gain,cumulative_recall,after_support_ratio,after_exposure_gini
requests,1,high_potential,112,CONTINUE,False,False,True,False,696,64,0.3187919463087248,0.2916666666666667,0.8846726190476191
requests,1,high_potential,113,CONTINUE,False,False,True,False,696,64,0.3187919463087248,0.2916666666666667,0.8846726190476191
requests,1,high_potential,114,CONTINUE,False,False,True,False,696,64,0.3187919463087248,0.2916666666666667,0.8846726190476191
requests,1,high_potential,115,CONTINUE,False,False,True,False,696,64,0.3187919463087248,0.2916666666666667,0.8846726190476191
requests,1,high_potential,116,CONTINUE,False,False,True,False,696,64,0.3187919463087248,0.2916666666666667,0.8846726190476191
requests,1,high_potential,117,CONTINUE,False,False,True,False,696,64,0.3187919463087248,0.2916666666666667,0.8846726190476191
requests,1,high_potential,118,CONTINUE,False,False,True,False,696,64,0.3187919463087248,0.2916666666666667,0.8846726190476191
requests,1,high_potential,119,CONTINUE,False,False,True,False,696,64,0.3187919463087248,0.2916666666666667,0.8846726190476191
requests,1,high_potential,120,CONTINUE,False,False,True,False,696,64,0.3187919463087248,0.2916666666666667,0.8846726190476191
requests,1,high_potential,121,CONTINUE,False,False,True,False,696,64,0.3187919463087248,0.2916666666666667,0.8846726190476191
requests,1,high_potential,122,CONTINUE,False,False,True,False,696,64,0.3187919463087248,0.2916666666666667,0.8846726190476191
requests,1,high_potential,123,CONTINUE,False,False,True,False,696,64,0.3187919463087248,0.2916666666666667,0.8846726190476191
requests,1,high_potential,124,CONTINUE,False,False,True,False,696,64,0.3187919463087248,0.2916666666666667,0.8846726190476191
requests,1,high_potential,125,CONTINUE,False,False,True,False,696,64,0.3187919463087248,0.2916666666666667,0.8846726190476191
requests,1,high_potential,126,CONTINUE,False,False,True,False,696,64,0.3187919463087248,0.2916666666666667,0.8846726190476191
requests,1,high_potential,127,CONTINUE,False,False,True,False,696,64,0.3187919463087248,0.2916666666666667,0.8846726190476191
requests,1,high_potential,128,CONTINUE,False,False,True,False,696,64,0.3187919463087248,0.2916666666666667,0.8846726190476191
requests,1,high_potential,129,CONTINUE,False,False,True,False,696,64,0.3187919463087248,0.2916666666666667,0.8846726190476191
requests,1,high_potential,130,CONTINUE,False,False,True,False,696,64,0.3187919463087248,0.2916666666666667,0.8846726190476191
requests,1,high_potential,131,CONTINUE,False,False,True,False,696,64,0.3187919463087248,0.2916666666666667,0.8846726190476191
requests,1,high_potential,132,CONTINUE,False,False,True,False,696,64,0.3187919463087248,0.2916666666666667,0.8846726190476191
requests,1,high_potential,133,CONTINUE,False,False,True,False,696,64,0.3187919463087248,0.2916666666666667,0.8846726190476191
requests,1,high_potential,134,CONTINUE,False,False,True,False,696,64,0.3187919463087248,0.2916666666666667,0.8846726190476191
requests,1,high_potential,135,CONTINUE,False,False,True,False,696,64,0.3187919463087248,0.2916666666666667,0.8846726190476191
requests,1,high_potential,136,CONTINUE,False,False,True,False,696,64,0.3187919463087248,0.2916666666666667,0.8846726190476191
requests,1,high_potential,137,CONTINUE,False,False,True,False,696,64,0.3187919463087248,0.2916666666666667,0.8846726190476191
requests,1,high_potential,138,CONTINUE,False,False,True,False,696,64,0.3187919463087248,0.2916666666666667,0.8846726190476191
requests,1,high_potential,139,CONTINUE,False,False,True,False,696,64,0.3187919463087248,0.2916666666666667,0.8846726190476191
requests,1,high_potential,140,CONTINUE,False,False,True,False,696,64,0.3187919463087248,0.2916666666666667,0.8846726190476191
requests,1,high_potential,141,CONTINUE,False,False,True,False,696,64,0.3187919463087248,0.2916666666666667,0.8846726190476191
requests,1,high_potential,142,CONTINUE,False,False,True,False,696,64,0.3187919463087248,0.2916666666666667,0.8846726190476191
requests,1,high_potential,143,CONTINUE,False,False,True,False,696,64,0.3187919463087248,0.2916666666666667,0.8846726190476191
requests,1,high_potential,144,CONTINUE,False,False,True,False,696,64,0.3187919463087248,0.2916666666666667,0.8846726190476191
requests,1,high_potential,145,CONTINUE,False,False,True,False,696,64,0.3187919463087248,0.2916666666666667,0.8846726190476191
requests,1,high_potential,146,CONTINUE,False,False,True,False,696,64,0.3187919463087248,0.2916666666666667,0.8846726190476191
requests,1,high_potential,147,CONTINUE,False,False,True,False,696,64,0.3187919463087248,0.2916666666666667,0.8846726190476191
requests,1,high_potential,148,CONTINUE,False,False,True,False,696,64,0.3187919463087248,0.2916666666666667,0.8846726190476191
requests,1,high_potential,149,CONTINUE,False,False,True,False,696,64,0.3187919463087248,0.2916666666666667,0.8846726190476191
requests,1,high_potential,150,CONTINUE,False,False,True,False,696,64,0.3187919463087248,0.2916666666666667,0.8846726190476191
requests,1,high_potential,151,CONTINUE,False,False,True,False,696,64,0.3187919463087248,0.2916666666666667,0.8846726190476191
requests,1,high_potential,152,CONTINUE,False,False,True,False,696,64,0.3187919463087248,0.2916666666666667,0.8846726190476191
requests,1,high_potential,153,CONTINUE,False,False,True,False,696,64,0.3187919463087248,0.2916666666666667,0.8846726190476191
requests,1,high_potential,154,CONTINUE,False,False,True,False,696,64,0.3187919463087248,0.2916666666666667,0.8846726190476191
requests,1,high_potential,155,CONTINUE,False,False,True,False,696,64,0.3187919463087248,0.2916666666666667,0.8846726190476191
requests,1,high_potential,156,CONTINUE,False,False,True,False,696,64,0.3187919463087248,0.2916666666666667,0.8846726190476191
requests,1,high_potential,157,CONTINUE,False,False,True,False,696,64,0.3187919463087248,0.2916666666666667,0.8846726190476191
requests,1,high_potential,158,CONTINUE,False,False,True,False,696,64,0.3187919463087248,0.2916666666666667,0.8846726190476191
requests,1,high_potential,159,CONTINUE,False,False,True,False,696,64,0.3187919463087248,0.2916666666666667,0.8846726190476191
requests,1,high_potential,160,CONTINUE,False,False,True,False,696,64,0.3187919463087248,0.2916666666666667,0.8846726190476191
requests,1,high_potential,161,CONTINUE,False,False,True,False,696,64,0.3187919463087248,0.2916666666666667,0.8846726190476191
requests,1,high_potential,162,CONTINUE,False,False,True,False,696,64,0.3187919463087248,0.2916666666666667,0.8846726190476191
requests,1,high_potential,163,CONTINUE,False,False,True,False,696,64,0.3187919463087248,0.2916666666666667,0.8846726190476191
requests,1,high_potential,164,CONTINUE,False,False,True,False,696,64,0.3187919463087248,0.2916666666666667,0.8846726190476191
requests,1,high_potential,165,CONTINUE,False,False,True,False,696,64,0.3187919463087248,0.2916666666666667,0.8846726190476191
requests,1,high_potential,166,CONTINUE,False,False,True,False,696,64,0.3187919463087248,0.2916666666666667,0.8846726190476191
requests,1,high_potential,167,CONTINUE,False,False,True,False,696,64,0.3187919463087248,0.2916666666666667,0.8846726190476191
requests,1,high_potential,168,CONTINUE,False,False,True,False,696,64,0.3187919463087248,0.2916666666666667,0.8846726190476191
requests,1,high_potential,169,CONTINUE,False,False,True,False,696,64,0.3187919463087248,0.2916666666666667,0.8846726190476191
requests,1,high_potential,170,CONTINUE,False,False,True,False,696,64,0.3187919463087248,0.2916666666666667,0.8846726190476191
requests,1,high_potential,171,CONTINUE,False,False,True,False,696,64,0.3187919463087248,0.2916666666666667,0.8846726190476191
requests,1,high_potential,172,CONTINUE,False,False,True,False,696,64,0.3187919463087248,0.2916666666666667,0.8846726190476191
requests,1,high_potential,173,CONTINUE,False,False,True,False,696,64,0.3187919463087248,0.2916666666666667,0.8846726190476191
requests,1,high_potential,174,CONTINUE,False,False,True,False,696,64,0.3187919463087248,0.2916666666666667,0.8846726190476191
requests,1,high_potential,175,CONTINUE,False,False,True,False,696,64,0.3187919463087248,0.2916666666666667,0.8846726190476191
requests,1,high_potential,176,CONTINUE,False,False,True,False,696,64,0.3187919463087248,0.2916666666666667,0.8846726190476191
requests,1,high_potential,177,CONTINUE,False,False,True,False,696,64,0.3187919463087248,0.2916666666666667,0.8846726190476191
requests,1,high_potential,178,CONTINUE,False,False,True,False,696,64,0.3187919463087248,0.2916666666666667,0.8846726190476191
requests,1,high_potential,179,CONTINUE,False,False,True,False,696,64,0.3187919463087248,0.2916666666666667,0.8846726190476191
requests,1,high_potential,180,CONTINUE,False,False,True,False,696,64,0.3187919463087248,0.2916666666666667,0.8846726190476191
requests,1,high_potential,181,CONTINUE,False,False,True,False,696,64,0.3187919463087248,0.2916666666666667,0.8846726190476191
requests,1,high_potential,182,CONTINUE,False,False,True,False,696,64,0.3187919463087248,0.2916666666666667,0.8846726190476191
requests,1,high_potential,183,CONTINUE,False,False,True,False,696,64,0.3187919463087248,0.2916666666666667,0.8846726190476191
requests,1,high_potential,184,CONTINUE,False,False,True,False,696,64,0.3187919463087248,0.2916666666666667,0.8846726190476191
requests,1,high_potential,185,CONTINUE,False,False,True,False,696,64,0.3187919463087248,0.2916666666666667,0.8846726190476191
requests,1,high_potential,186,CONTINUE,False,False,True,False,696,64,0.3187919463087248,0.2916666666666667,0.8846726190476191
requests,1,high_potential,187,CONTINUE,False,False,True,False,696,64,0.3187919463087248,0.2916666666666667,0.8846726190476191
requests,1,high_potential,188,CONTINUE,False,False,True,False,696,64,0.3187919463087248,0.2916666666666667,0.8846726190476191
requests,1,high_potential,189,CONTINUE,False,False,True,False,696,64,0.3187919463087248,0.2916666666666667,0.8846726190476191
requests,1,high_potential,190,CONTINUE,False,False,True,False,696,64,0.3187919463087248,0.2916666666666667,0.8846726190476191
requests,1,high_potential,191,CONTINUE,False,False,True,False,696,64,0.3187919463087248,0.2916666666666667,0.8846726190476191
requests,1,high_potential,192,CONTINUE,False,False,True,False,696,64,0.3187919463087248,0.2916666666666667,0.8846726190476191
requests,1,high_potential,193,CONTINUE,False,False,True,False,696,64,0.3187919463087248,0.2916666666666667,0.8846726190476191
requests,1,high_potential,194,CONTINUE,False,False,True,False,696,64,0.3187919463087248,0.2916666666666667,0.8846726190476191
requests,1,high_potential,195,CONTINUE,False,False,True,False,696,64,0.3187919463087248,0.2916666666666667,0.8846726190476191
requests,1,high_potential,196,CONTINUE,False,False,True,False,696,64,0.3187919463087248,0.2916666666666667,0.8846726190476191
requests,1,high_potential,197,CONTINUE,False,False,True,False,696,64,0.3187919463087248,0.2916666666666667,0.8846726190476191
requests,1,high_potential,198,CONTINUE,False,False,True,False,696,64,0.3187919463087248,0.2916666666666667,0.8846726190476191
requests,1,high_potential,199,CONTINUE,False,False,True,False,696,64,0.3187919463087248,0.2916666666666667,0.8846726190476191
requests,1,residual_potential,0,CONTINUE,False,False,True,False,696,64,0.3187919463087248,0.2916666666666667,0.8846726190476191
requests,1,residual_potential,1,CONTINUE,False,False,True,False,696,64,0.3187919463087248,0.2916666666666667,0.8846726190476191
requests,1,residual_potential,2,CONTINUE,False,False,True,False,696,64,0.3187919463087248,0.2916666666666667,0.8846726190476191
requests,1,residual_potential,3,CONTINUE,False,False,True,False,696,64,0.3187919463087248,0.2916666666666667,0.8846726190476191
requests,1,residual_potential,4,CONTINUE,False,False,True,False,696,64,0.3187919463087248,0.2916666666666667,0.8846726190476191
requests,1,residual_potential,5,CONTINUE,False,False,True,False,696,64,0.3187919463087248,0.2916666666666667,0.8846726190476191
requests,1,residual_potential,6,CONTINUE,False,False,True,False,696,64,0.3187919463087248,0.2916666666666667,0.8846726190476191
requests,1,residual_potential,7,CONTINUE,False,False,True,False,696,64,0.3187919463087248,0.2916666666666667,0.8846726190476191
requests,1,residual_potential,8,CONTINUE,False,False,True,False,696,64,0.3187919463087248,0.2916666666666667,0.8846726190476191
requests,1,residual_potential,9,CONTINUE,False,False,True,False,696,64,0.3187919463087248,0.2916666666666667,0.8846726190476191
requests,1,residual_potential,10,CONTINUE,False,False,True,False,696,64,0.3187919463087248,0.2916666666666667,0.8846726190476191
requests,1,residual_potential,11,CONTINUE,False,False,True,False,696,64,0.3187919463087248,0.2916666666666667,0.8846726190476191
requests,1,residual_potential,12,CONTINUE,False,False,True,False,696,64,0.3187919463087248,0.2916666666666667,0.8846726190476191
requests,1,residual_potential,13,CONTINUE,False,False,True,False,696,64,0.3187919463087248,0.2916666666666667,0.8846726190476191
requests,1,residual_potential,14,CONTINUE,False,False,True,False,696,64,0.3187919463087248,0.2916666666666667,0.8846726190476191
requests,1,residual_potential,15,CONTINUE,False,False,True,False,696,64,0.3187919463087248,0.2916666666666667,0.8846726190476191
requests,1,residual_potential,16,CONTINUE,False,False,True,False,696,64,0.3187919463087248,0.2916666666666667,0.8846726190476191
requests,1,residual_potential,17,CONTINUE,False,False,True,False,696,64,0.3187919463087248,0.2916666666666667,0.8846726190476191
requests,1,residual_potential,18,CONTINUE,False,False,True,False,696,64,0.3187919463087248,0.2916666666666667,0.8846726190476191
requests,1,residual_potential,19,CONTINUE,False,False,True,False,696,64,0.3187919463087248,0.2916666666666667,0.8846726190476191
requests,1,residual_potential,20,CONTINUE,False,False,True,False,696,64,0.3187919463087248,0.2916666666666667,0.8846726190476191
requests,1,residual_potential,21,CONTINUE,False,False,True,False,696,64,0.3187919463087248,0.2916666666666667,0.8846726190476191
requests,1,residual_potential,22,CONTINUE,False,False,True,False,696,64,0.3187919463087248,0.2916666666666667,0.8846726190476191
requests,1,residual_potential,23,CONTINUE,False,False,True,False,696,64,0.3187919463087248,0.2916666666666667,0.8846726190476191
requests,1,residual_potential,24,CONTINUE,False,False,True,False,696,64,0.3187919463087248,0.2916666666666667,0.8846726190476191
requests,1,residual_potential,25,CONTINUE,False,False,True,False,696,64,0.3187919463087248,0.2916666666666667,0.8846726190476191
requests,1,residual_potential,26,CONTINUE,False,False,True,False,696,64,0.3187919463087248,0.2916666666666667,0.8846726190476191
requests,1,residual_potential,27,CONTINUE,False,False,True,False,696,64,0.3187919463087248,0.2916666666666667,0.8846726190476191
requests,1,residual_potential,28,CONTINUE,False,False,True,False,696,64,0.3187919463087248,0.2916666666666667,0.8846726190476191
requests,1,residual_potential,29,CONTINUE,False,False,True,False,696,64,0.3187919463087248,0.2916666666666667,0.8846726190476191
requests,1,residual_potential,30,CONTINUE,False,False,True,False,696,64,0.3187919463087248,0.2916666666666667,0.8846726190476191
requests,1,residual_potential,31,CONTINUE,False,False,True,False,696,64,0.3187919463087248,0.2916666666666667,0.8846726190476191
requests,1,residual_potential,32,CONTINUE,False,False,True,False,696,64,0.3187919463087248,0.2916666666666667,0.8846726190476191
requests,1,residual_potential,33,CONTINUE,False,False,True,False,696,64,0.3187919463087248,0.2916666666666667,0.8846726190476191
requests,1,residual_potential,34,CONTINUE,False,False,True,False,696,64,0.3187919463087248,0.2916666666666667,0.8846726190476191
requests,1,residual_potential,35,CONTINUE,False,False,True,False,696,64,0.3187919463087248,0.2916666666666667,0.8846726190476191
requests,1,residual_potential,36,CONTINUE,False,False,True,False,696,64,0.3187919463087248,0.2916666666666667,0.8846726190476191
requests,1,residual_potential,37,CONTINUE,False,False,True,False,696,64,0.3187919463087248,0.2916666666666667,0.8846726190476191
requests,1,residual_potential,38,CONTINUE,False,False,True,False,696,64,0.3187919463087248,0.2916666666666667,0.8846726190476191
requests,1,residual_potential,39,CONTINUE,False,False,True,False,696,64,0.3187919463087248,0.2916666666666667,0.8846726190476191
requests,1,residual_potential,40,CONTINUE,False,False,True,False,696,64,0.3187919463087248,0.2916666666666667,0.8846726190476191
requests,1,residual_potential,41,CONTINUE,False,False,True,False,696,64,0.3187919463087248,0.2916666666666667,0.8846726190476191
requests,1,residual_potential,42,CONTINUE,False,False,True,False,696,64,0.3187919463087248,0.2916666666666667,0.8846726190476191
requests,1,residual_potential,43,CONTINUE,False,False,True,False,696,64,0.3187919463087248,0.2916666666666667,0.8846726190476191
requests,1,residual_potential,44,CONTINUE,False,False,True,False,696,64,0.3187919463087248,0.2916666666666667,0.8846726190476191
requests,1,residual_potential,45,CONTINUE,False,False,True,False,696,64,0.3187919463087248,0.2916666666666667,0.8846726190476191
requests,1,residual_potential,46,CONTINUE,False,False,True,False,696,64,0.3187919463087248,0.2916666666666667,0.8846726190476191
requests,1,residual_potential,47,CONTINUE,False,False,True,False,696,64,0.3187919463087248,0.2916666666666667,0.8846726190476191
requests,1,residual_potential,48,CONTINUE,False,False,True,False,696,64,0.3187919463087248,0.2916666666666667,0.8846726190476191
requests,1,residual_potential,49,CONTINUE,False,False,True,False,696,64,0.3187919463087248,0.2916666666666667,0.8846726190476191
requests,1,residual_potential,50,CONTINUE,False,False,True,False,696,64,0.3187919463087248,0.2916666666666667,0.8846726190476191
requests,1,residual_potential,51,CONTINUE,False,False,True,False,696,64,0.3187919463087248,0.2916666666666667,0.8846726190476191
requests,1,residual_potential,52,CONTINUE,False,False,True,False,696,64,0.3187919463087248,0.2916666666666667,0.8846726190476191
requests,1,residual_potential,53,CONTINUE,False,False,True,False,696,64,0.3187919463087248,0.2916666666666667,0.8846726190476191
requests,1,residual_potential,54,CONTINUE,False,False,True,False,696,64,0.3187919463087248,0.2916666666666667,0.8846726190476191
requests,1,residual_potential,55,CONTINUE,False,False,True,False,696,64,0.3187919463087248,0.2916666666666667,0.8846726190476191
requests,1,residual_potential,56,CONTINUE,False,False,True,False,696,64,0.3187919463087248,0.2916666666666667,0.8846726190476191
requests,1,residual_potential,57,CONTINUE,False,False,True,False,696,64,0.3187919463087248,0.2916666666666667,0.8846726190476191
requests,1,residual_potential,58,CONTINUE,False,False,True,False,696,64,0.3187919463087248,0.2916666666666667,0.8846726190476191
requests,1,residual_potential,59,CONTINUE,False,False,True,False,696,64,0.3187919463087248,0.2916666666666667,0.8846726190476191
requests,1,residual_potential,60,CONTINUE,False,False,True,False,696,64,0.3187919463087248,0.2916666666666667,0.8846726190476191
requests,1,residual_potential,61,CONTINUE,False,False,True,False,696,64,0.3187919463087248,0.2916666666666667,0.8846726190476191
requests,1,residual_potential,62,CONTINUE,False,False,True,False,696,64,0.3187919463087248,0.2916666666666667,0.8846726190476191
requests,1,residual_potential,63,CONTINUE,False,False,True,False,696,64,0.3187919463087248,0.2916666666666667,0.8846726190476191
requests,1,residual_potential,64,CONTINUE,False,False,True,False,696,64,0.3187919463087248,0.2916666666666667,0.8846726190476191
requests,1,residual_potential,65,CONTINUE,False,False,True,False,696,64,0.3187919463087248,0.2916666666666667,0.8846726190476191
requests,1,residual_potential,66,CONTINUE,False,False,True,False,696,64,0.3187919463087248,0.2916666666666667,0.8846726190476191
requests,1,residual_potential,67,CONTINUE,False,False,True,False,696,64,0.3187919463087248,0.2916666666666667,0.8846726190476191
requests,1,residual_potential,68,CONTINUE,False,False,True,False,696,64,0.3187919463087248,0.2916666666666667,0.8846726190476191
requests,1,residual_potential,69,CONTINUE,False,False,True,False,696,64,0.3187919463087248,0.2916666666666667,0.8846726190476191
requests,1,residual_potential,70,CONTINUE,False,False,True,False,696,64,0.3187919463087248,0.2916666666666667,0.8846726190476191
requests,1,residual_potential,71,CONTINUE,False,False,True,False,696,64,0.3187919463087248,0.2916666666666667,0.8846726190476191
requests,1,residual_potential,72,CONTINUE,False,False,True,False,696,64,0.3187919463087248,0.2916666666666667,0.8846726190476191
requests,1,residual_potential,73,CONTINUE,False,False,True,False,696,64,0.3187919463087248,0.2916666666666667,0.8846726190476191
requests,1,residual_potential,74,CONTINUE,False,False,True,False,696,64,0.3187919463087248,0.2916666666666667,0.8846726190476191
requests,1,residual_potential,75,CONTINUE,False,False,True,False,696,64,0.3187919463087248,0.2916666666666667,0.8846726190476191
requests,1,residual_potential,76,CONTINUE,False,False,True,False,696,64,0.3187919463087248,0.2916666666666667,0.8846726190476191
requests,1,residual_potential,77,CONTINUE,False,False,True,False,696,64,0.3187919463087248,0.2916666666666667,0.8846726190476191
requests,1,residual_potential,78,CONTINUE,False,False,True,False,696,64,0.3187919463087248,0.2916666666666667,0.8846726190476191
requests,1,residual_potential,79,CONTINUE,False,False,True,False,696,64,0.3187919463087248,0.2916666666666667,0.8846726190476191
requests,1,residual_potential,80,CONTINUE,False,False,True,False,696,64,0.3187919463087248,0.2916666666666667,0.8846726190476191
requests,1,residual_potential,81,CONTINUE,False,False,True,False,696,64,0.3187919463087248,0.2916666666666667,0.8846726190476191
requests,1,residual_potential,82,CONTINUE,False,False,True,False,696,64,0.3187919463087248,0.2916666666666667,0.8846726190476191
requests,1,residual_potential,83,CONTINUE,False,False,True,False,696,64,0.3187919463087248,0.2916666666666667,0.8846726190476191
requests,1,residual_potential,84,CONTINUE,False,False,True,False,696,64,0.3187919463087248,0.2916666666666667,0.8846726190476191
requests,1,residual_potential,85,CONTINUE,False,False,True,False,696,64,0.3187919463087248,0.2916666666666667,0.8846726190476191
requests,1,residual_potential,86,CONTINUE,False,False,True,False,696,64,0.3187919463087248,0.2916666666666667,0.8846726190476191
requests,1,residual_potential,87,CONTINUE,False,False,True,False,696,64,0.3187919463087248,0.2916666666666667,0.8846726190476191
requests,1,residual_potential,88,CONTINUE,False,False,True,False,696,64,0.3187919463087248,0.2916666666666667,0.8846726190476191
requests,1,residual_potential,89,CONTINUE,False,False,True,False,696,64,0.3187919463087248,0.2916666666666667,0.8846726190476191
requests,1,residual_potential,90,CONTINUE,False,False,True,False,696,64,0.3187919463087248,0.2916666666666667,0.8846726190476191
requests,1,residual_potential,91,CONTINUE,False,False,True,False,696,64,0.3187919463087248,0.2916666666666667,0.8846726190476191
requests,1,residual_potential,92,CONTINUE,False,False,True,False,696,64,0.3187919463087248,0.2916666666666667,0.8846726190476191
requests,1,residual_potential,93,CONTINUE,False,False,True,False,696,64,0.3187919463087248,0.2916666666666667,0.8846726190476191
requests,1,residual_potential,94,CONTINUE,False,False,True,False,696,64,0.3187919463087248,0.2916666666666667,0.8846726190476191
requests,1,residual_potential,95,CONTINUE,False,False,True,False,696,64,0.3187919463087248,0.2916666666666667,0.8846726190476191
requests,1,residual_potential,96,CONTINUE,False,False,True,False,696,64,0.3187919463087248,0.2916666666666667,0.8846726190476191
requests,1,residual_potential,97,CONTINUE,False,False,True,False,696,64,0.3187919463087248,0.2916666666666667,0.8846726190476191
requests,1,residual_potential,98,CONTINUE,False,False,True,False,696,64,0.3187919463087248,0.2916666666666667,0.8846726190476191
requests,1,residual_potential,99,CONTINUE,False,False,True,False,696,64,0.3187919463087248,0.2916666666666667,0.8846726190476191
requests,1,residual_potential,100,CONTINUE,False,False,True,False,696,64,0.3187919463087248,0.2916666666666667,0.8846726190476191
requests,1,residual_potential,101,CONTINUE,False,False,True,False,696,64,0.3187919463087248,0.2916666666666667,0.8846726190476191
requests,1,residual_potential,102,CONTINUE,False,False,True,False,696,64,0.3187919463087248,0.2916666666666667,0.8846726190476191
requests,1,residual_potential,103,CONTINUE,False,False,True,False,696,64,0.3187919463087248,0.2916666666666667,0.8846726190476191
requests,1,residual_potential,104,CONTINUE,False,False,True,False,696,64,0.3187919463087248,0.2916666666666667,0.8846726190476191
requests,1,residual_potential,105,CONTINUE,False,False,True,False,696,64,0.3187919463087248,0.2916666666666667,0.8846726190476191
requests,1,residual_potential,106,CONTINUE,False,False,True,False,696,64,0.3187919463087248,0.2916666666666667,0.8846726190476191
requests,1,residual_potential,107,CONTINUE,False,False,True,False,696,64,0.3187919463087248,0.2916666666666667,0.8846726190476191
requests,1,residual_potential,108,CONTINUE,False,False,True,False,696,64,0.3187919463087248,0.2916666666666667,0.8846726190476191
requests,1,residual_potential,109,CONTINUE,False,False,True,False,696,64,0.3187919463087248,0.2916666666666667,0.8846726190476191
requests,1,residual_potential,110,CONTINUE,False,False,True,False,696,64,0.3187919463087248,0.2916666666666667,0.8846726190476191
requests,1,residual_potential,111,CONTINUE,False,False,True,False,696,64,0.3187919463087248,0.2916666666666667,0.8846726190476191
requests,1,residual_potential,112,CONTINUE,False,False,True,False,696,64,0.3187919463087248,0.2916666666666667,0.8846726190476191
requests,1,residual_potential,113,CONTINUE,False,False,True,False,696,64,0.3187919463087248,0.2916666666666667,0.8846726190476191
requests,1,residual_potential,114,CONTINUE,False,False,True,False,696,64,0.3187919463087248,0.2916666666666667,0.8846726190476191
requests,1,residual_potential,115,CONTINUE,False,False,True,False,696,64,0.3187919463087248,0.2916666666666667,0.8846726190476191
requests,1,residual_potential,116,CONTINUE,False,False,True,False,696,64,0.3187919463087248,0.2916666666666667,0.8846726190476191
requests,1,residual_potential,117,CONTINUE,False,False,True,False,696,64,0.3187919463087248,0.2916666666666667,0.8846726190476191
requests,1,residual_potential,118,CONTINUE,False,False,True,False,696,64,0.3187919463087248,0.2916666666666667,0.8846726190476191
requests,1,residual_potential,119,CONTINUE,False,False,True,False,696,64,0.3187919463087248,0.2916666666666667,0.8846726190476191
requests,1,residual_potential,120,CONTINUE,False,False,True,False,696,64,0.3187919463087248,0.2916666666666667,0.8846726190476191
requests,1,residual_potential,121,CONTINUE,False,False,True,False,696,64,0.3187919463087248,0.2916666666666667,0.8846726190476191
requests,1,residual_potential,122,CONTINUE,False,False,True,False,696,64,0.3187919463087248,0.2916666666666667,0.8846726190476191
requests,1,residual_potential,123,CONTINUE,False,False,True,False,696,64,0.3187919463087248,0.2916666666666667,0.8846726190476191
requests,1,residual_potential,124,CONTINUE,False,False,True,False,696,64,0.3187919463087248,0.2916666666666667,0.8846726190476191
requests,1,residual_potential,125,CONTINUE,False,False,True,False,696,64,0.3187919463087248,0.2916666666666667,0.8846726190476191
requests,1,residual_potential,126,CONTINUE,False,False,True,False,696,64,0.3187919463087248,0.2916666666666667,0.8846726190476191
requests,1,residual_potential,127,CONTINUE,False,False,True,False,696,64,0.3187919463087248,0.2916666666666667,0.8846726190476191
requests,1,residual_potential,128,CONTINUE,False,False,True,False,696,64,0.3187919463087248,0.2916666666666667,0.8846726190476191
requests,1,residual_potential,129,CONTINUE,False,False,True,False,696,64,0.3187919463087248,0.2916666666666667,0.8846726190476191
requests,1,residual_potential,130,CONTINUE,False,False,True,False,696,64,0.3187919463087248,0.2916666666666667,0.8846726190476191
requests,1,residual_potential,131,CONTINUE,False,False,True,False,696,64,0.3187919463087248,0.2916666666666667,0.8846726190476191
requests,1,residual_potential,132,CONTINUE,False,False,True,False,696,64,0.3187919463087248,0.2916666666666667,0.8846726190476191
requests,1,residual_potential,133,CONTINUE,False,False,True,False,696,64,0.3187919463087248,0.2916666666666667,0.8846726190476191
requests,1,residual_potential,134,CONTINUE,False,False,True,False,696,64,0.3187919463087248,0.2916666666666667,0.8846726190476191
requests,1,residual_potential,135,CONTINUE,False,False,True,False,696,64,0.3187919463087248,0.2916666666666667,0.8846726190476191
requests,1,residual_potential,136,CONTINUE,False,False,True,False,696,64,0.3187919463087248,0.2916666666666667,0.8846726190476191
requests,1,residual_potential,137,CONTINUE,False,False,True,False,696,64,0.3187919463087248,0.2916666666666667,0.8846726190476191
requests,1,residual_potential,138,CONTINUE,False,False,True,False,696,64,0.3187919463087248,0.2916666666666667,0.8846726190476191
requests,1,residual_potential,139,CONTINUE,False,False,True,False,696,64,0.3187919463087248,0.2916666666666667,0.8846726190476191
requests,1,residual_potential,140,CONTINUE,False,False,True,False,696,64,0.3187919463087248,0.2916666666666667,0.8846726190476191
requests,1,residual_potential,141,CONTINUE,False,False,True,False,696,64,0.3187919463087248,0.2916666666666667,0.8846726190476191
requests,1,residual_potential,142,CONTINUE,False,False,True,False,696,64,0.3187919463087248,0.2916666666666667,0.8846726190476191
requests,1,residual_potential,143,CONTINUE,False,False,True,False,696,64,0.3187919463087248,0.2916666666666667,0.8846726190476191
requests,1,residual_potential,144,CONTINUE,False,False,True,False,696,64,0.3187919463087248,0.2916666666666667,0.8846726190476191
requests,1,residual_potential,145,CONTINUE,False,False,True,False,696,64,0.3187919463087248,0.2916666666666667,0.8846726190476191
requests,1,residual_potential,146,CONTINUE,False,False,True,False,696,64,0.3187919463087248,0.2916666666666667,0.8846726190476191
requests,1,residual_potential,147,CONTINUE,False,False,True,False,696,64,0.3187919463087248,0.2916666666666667,0.8846726190476191
requests,1,residual_potential,148,CONTINUE,False,False,True,False,696,64,0.3187919463087248,0.2916666666666667,0.8846726190476191
